IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,34.07,,,22.85,,50.19,34.1 [22.8 - 50.2],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,FRA,France,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,34.14,,,25.79,,48.85,34.1 [25.8 - 48.8],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,34.16,,,24.54,,46.09,34.2 [24.5 - 46.1],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,34.15,,,25.57,,46.62,34.2 [25.6 - 46.6],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,34.43,,,21.44,,51.55,34.4 [21.4 - 51.6],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,34.43,,,21.46,,50.82,34.4 [21.5 - 50.8],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,34.41,,,21.96,,49.65,34.4 [22.0 - 49.6],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,34.41,,,22.22,,49.96,34.4 [22.2 - 50.0],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,34.35,,,25.56,,46.72,34.4 [25.6 - 46.7],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,FRA,France,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,34.37,,,25.98,,49.1,34.4 [26.0 - 49.1],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,34.38,,,26.25,,46.5,34.4 [26.3 - 46.5],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,GRC,Greece,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,34.56,,,21.98,,48.97,34.6 [22.0 - 49.0],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,CUB,Cuba,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,34.57,,,22.12,,50.13,34.6 [22.1 - 50.1],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,CUB,Cuba,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,34.57,,,22.12,,50.14,34.6 [22.1 - 50.1],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,GRC,Greece,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,34.56,,,22.15,,48.95,34.6 [22.2 - 49.0],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,PER,Peru,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,34.59,,,25.61,,47,34.6 [25.6 - 47.0],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,34.8,,,22.82,,50.61,34.8 [22.8 - 50.6],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,34.8,,,22.81,,50.7,34.8 [22.8 - 50.7],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,34.84,,,26.8,,47.74,34.8 [26.8 - 47.7],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,ECU,Ecuador,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,34.93,,,21.9,,50.77,34.9 [21.9 - 50.8],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,ECU,Ecuador,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,34.93,,,21.96,,50.85,34.9 [22.0 - 50.9],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,CAN,Canada,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,35.14,,,24.23,,49.46,35.1 [24.2 - 49.5],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,CAN,Canada,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.14,,,24.28,,49.64,35.1 [24.3 - 49.6],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,35.09,,,25.32,,47.72,35.1 [25.3 - 47.7],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,BHS,Bahamas,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,35.17,,,22.1,,51.01,35.2 [22.1 - 51.0],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,BHS,Bahamas,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.17,,,22.11,,51.01,35.2 [22.1 - 51.0],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AFR,Africa,Country,CMR,Cameroon,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.2,,,24.72,,49.41,35.2 [24.7 - 49.4],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,URY,Uruguay,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.35,,,22.87,,49.88,35.3 [22.9 - 49.9],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,URY,Uruguay,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,35.35,,,23.07,,49.77,35.3 [23.1 - 49.8],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,PER,Peru,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.35,,,26.2,,48.04,35.3 [26.2 - 48.0],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AFR,Africa,Country,UGA,Uganda,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.4,,,23.22,,52.18,35.4 [23.2 - 52.2],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AFR,Africa,Country,BEN,Benin,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.37,,,23.29,,53.99,35.4 [23.3 - 54.0],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,35.39,,,24.33,,51.17,35.4 [24.3 - 51.2],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.39,,,24.38,,51.41,35.4 [24.4 - 51.4],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,DNK,Denmark,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,35.43,,,25,,49.45,35.4 [25.0 - 49.4],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,DNK,Denmark,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.43,,,25.07,,49.79,35.4 [25.1 - 49.8],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,ITA,Italy,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,35.5,,,23.71,,49.8,35.5 [23.7 - 49.8],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,ITA,Italy,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.5,,,23.72,,50.14,35.5 [23.7 - 50.1],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,35.46,,,24.72,,51.29,35.5 [24.7 - 51.3],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.46,,,24.82,,51.28,35.5 [24.8 - 51.3],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.59,,,21.84,,53.56,35.6 [21.8 - 53.6],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,NOR,Norway,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.6,,,23.38,,49.5,35.6 [23.4 - 49.5],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,NOR,Norway,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,35.6,,,23.43,,49.56,35.6 [23.4 - 49.6],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.73,,,25.62,,48.62,35.7 [25.6 - 48.6],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.77,,,21.54,,54.05,35.8 [21.5 - 54.0],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,35.87,,,21.84,,53.64,35.9 [21.8 - 53.6],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.01,,,21.46,,54.08,36.0 [21.5 - 54.1],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,CUB,Cuba,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36,,,22.49,,52.56,36.0 [22.5 - 52.6],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,CUB,Cuba,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,35.97,,,22.48,,52.56,36.0 [22.5 - 52.6],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36,,,24.09,,51.31,36.0 [24.1 - 51.3],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,36,,,24.16,,51.17,36.0 [24.2 - 51.2],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AFR,Africa,Country,BEN,Benin,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.08,,,23.39,,54.06,36.1 [23.4 - 54.1],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,POL,Poland,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.12,,,27.29,,48.6,36.1 [27.3 - 48.6],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.25,,,23.74,,53.38,36.3 [23.7 - 53.4],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,36.25,,,23.78,,53.44,36.3 [23.8 - 53.4],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AFR,Africa,Country,UGA,Uganda,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.4,,,23.39,,52.46,36.4 [23.4 - 52.5],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.37,,,26.32,,48.3,36.4 [26.3 - 48.3],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,POL,Poland,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,36.41,,,27.5,,49.18,36.4 [27.5 - 49.2],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,ECU,Ecuador,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,36.65,,,22.24,,54.02,36.6 [22.2 - 54.0],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,36.55,,,22.92,,53.55,36.6 [22.9 - 53.5],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,36.63,,,23.82,,53.68,36.6 [23.8 - 53.7],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.64,,,23.82,,54.05,36.6 [23.8 - 54.1],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,36.6,,,23.9,,54.13,36.6 [23.9 - 54.1],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,ECU,Ecuador,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.75,,,22.19,,54.18,36.7 [22.2 - 54.2],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.67,,,23.55,,53.72,36.7 [23.6 - 53.7],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.67,,,26.56,,49.16,36.7 [26.6 - 49.2],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.8,,,22.92,,53.57,36.8 [22.9 - 53.6],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,36.77,,,23.09,,53.01,36.8 [23.1 - 53.0],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,36.82,,,26.58,,49.34,36.8 [26.6 - 49.3],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.9,,,23.11,,52.96,36.9 [23.1 - 53.0],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,IRL,Ireland,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.88,,,27.31,,48.87,36.9 [27.3 - 48.9],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,GRC,Greece,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,36.95,,,22.75,,53.03,37.0 [22.7 - 53.0],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,GRC,Greece,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,36.97,,,22.89,,52.7,37.0 [22.9 - 52.7],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,37.1,,,26.84,,49.27,37.1 [26.8 - 49.3],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,37.17,,,25.8,,52.23,37.2 [25.8 - 52.2],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,37.17,,,26,,52.21,37.2 [26.0 - 52.2],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,37.24,,,27.1,,49.28,37.2 [27.1 - 49.3],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,EUR,Europe,Country,IRL,Ireland,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,37.22,,,27.83,,49.07,37.2 [27.8 - 49.1],,,EN,2024-08-13T05:00:00.000Z
SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",numeric,AMR,Americas,Country,BHS,Bahamas,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,37.35,,,22.48,,54.44,37.4 [22.5 - 54.4],,,EN,2024-08-13T05:00:00.000Z
